"houseid","transaction","address","land_area","date","state","use","building_area","room","hall","bath","management","total_price","unit_price","balcony_area","only_4th_floor","with_1st_floor"
"HOUSE_439","房地(土地+建物)","新北市永和區文化路９０巷９弄２號二樓",18.56,1101015,"公寓(5樓含以下無電梯)","住家用",74.41,1,2,1,0,10520000,141379,7.09,0,0
"HOUSE_440","房地(土地+建物)","新北市永和區竹林路９１巷３７號",57.25,1101030,"公寓(5樓含以下無電梯)","住家用",87.15,2,2,1,0,14500000,166380,0,0,1
"HOUSE_441","房地(土地+建物)","新北市中和區宜安路１４０號",33.83,1101007,"華廈(10層含以下有電梯)","商業用",153,0,0,0,1,56480000,369150,0,0,1
"HOUSE_442","房地(土地+建物)","新北市中和區員山路４３１號二樓",23.2,1101022,"公寓(5樓含以下無電梯)","住家用",80.51,3,2,2,0,9000000,111787,5.54,0,0
"HOUSE_443","房地(土地+建物)","新北市永和區保生路２２巷１２號十七樓之八",6.82,1101013,"住宅大樓(11層含以上有電梯)","住家用",97.18,3,2,1,1,18750000,192941,8.22,0,0
"HOUSE_444","房地(土地+建物)","新北市永和區得和路３７３巷１６弄２號",33.06,1101022,"公寓(5樓含以下無電梯)","住家用",115.7,3,2,2,0,12500000,108038,0,0,1
"HOUSE_445","房地(土地+建物)","新北市永和區得和路３７３巷１６弄１０號五樓",27.41,1101023,"公寓(5樓含以下無電梯)","住家用",97.54,3,2,1,0,12180000,124872,0,0,0
"HOUSE_446","房地(土地+建物)","新北市中和區仁愛街６３號四樓",18.27,1101029,"公寓(5樓含以下無電梯)","住家用",50.67,2,1,1,0,3500000,69074,0,1,0
"HOUSE_447","房地(土地+建物)","新北市中和區自立路９９巷２２弄２３號四樓",32.23,1101012,"公寓(5樓含以下無電梯)","住家用",100.88,3,2,2,0,11100000,110032,10.59,1,0
"HOUSE_448","房地(土地+建物)","新北市中和區自立路２０巷６號四樓",26.84,1101002,"公寓(5樓含以下無電梯)","住家用",106.54,3,2,2,0,13160000,123522,14.92,1,0
"HOUSE_449","房地(土地+建物)","新北市中和區中安街４０巷８號",12.44,1100919,"住宅大樓(11層含以上有電梯)","商業用",83.96,0,1,1,1,21680000,258218,3.72,0,1
"HOUSE_450","房地(土地+建物)","新北市中和區大勇街３１巷２５號二樓",30.66,1101005,"公寓(5樓含以下無電梯)","住家用",67.44,3,2,1,0,8800000,130486,0,0,0
"HOUSE_451","房地(土地+建物)","新北市中和區圓通路３６９巷５弄１３號五樓",28.28,1101012,"公寓(5樓含以下無電梯)","住家用",93.98,3,2,2,0,8500000,90445,9.69,0,0
"HOUSE_452","房地(土地+建物)","新北市永和區永和路二段３２號六樓之二",23.95,1101002,"華廈(10層含以下有電梯)","住家用",149.75,6,0,6,1,23000000,153589,0,0,0
"HOUSE_453","房地(土地+建物)","新北市永和區豫溪街２８巷６號三樓",30.08,1101018,"公寓(5樓含以下無電梯)","住家用",98.48,3,2,2,0,16380000,166328,10.44,0,0
"HOUSE_454","房地(土地+建物)","新北市永和區秀朗路一段８２號四樓",16.97,1101010,"住宅大樓(11層含以上有電梯)","住家用",90.24,3,2,2,1,16700000,185062,9.65,1,0
"HOUSE_455","房地(土地+建物)","新北市中和區新生街１１４巷２５號",19.16,1101018,"公寓(5樓含以下無電梯)","住商用",84.33,3,2,2,0,9500000,112653,0,0,1
"HOUSE_456","房地(土地+建物)","新北市中和區中正路７５１巷３弄８號七樓",16.48,1101024,"住宅大樓(11層含以上有電梯)","住家用",113.68,3,2,2,1,13860000,121921,10.57,0,0
"HOUSE_457","房地(土地+建物)","新北市永和區中正路４６７號六樓之三",3.04,1101017,"住宅大樓(11層含以上有電梯)","住家用",35.7,1,1,1,1,6000000,168067,5.6,0,0
"HOUSE_458","房地(土地+建物)","新北市中和區和平街２巷２弄３號四樓",25.7,1101016,"公寓(5樓含以下無電梯)","住家用",72.4,3,2,1,0,9800000,135359,0,1,0
"HOUSE_459","房地(土地+建物)","新北市永和區民樂街７１巷１０號四樓",26.84,1101030,"公寓(5樓含以下無電梯)","住家用",77.08,3,2,1,0,9000000,116762,0,1,0
"HOUSE_460","房地(土地+建物)","新北市中和區和平街１６２號五樓",43.79,1101014,"公寓(5樓含以下無電梯)","住家用",162.12,5,1,3,1,19800000,122132,26.3,0,0
"HOUSE_461","房地(土地+建物)","新北市中和區圓通路３０５巷１６號五樓",16.65,1101026,"公寓(5樓含以下無電梯)","住家用",56.97,2,1,1,0,7920000,139021,8.2,0,0
"HOUSE_462","房地(土地+建物)","新北市中和區中山路二段２２８號十二樓之十六",8.58,1101027,"住宅大樓(11層含以上有電梯)","辦公用",77.87,1,2,1,1,13780000,176984,11.44,0,0
"HOUSE_463","房地(土地+建物)","新北市中和區忠孝街１２４巷１０號十二樓之四",16.38,1101017,"住宅大樓(11層含以上有電梯)","住家用",85.59,2,2,1,1,12500000,146045,5.73,0,0
"HOUSE_464","房地(土地+建物)","新北市永和區水源街２巷１９號四樓",21.51,1101012,"公寓(5樓含以下無電梯)","住家用",69.27,3,2,1,0,9800000,141475,0,1,0
"HOUSE_465","房地(土地+建物)","新北市中和區建康路２２６號三樓",25.5,1101027,"住宅大樓(11層含以上有電梯)","住家用",197.75,4,2,2,1,26880000,135929,20.64,0,0
"HOUSE_466","房地(土地+建物)","新北市永和區中和路４９９號八樓之十四",3.69,1101016,"住宅大樓(11層含以上有電梯)","商業用",42.52,1,1,1,1,8650000,203434,3.84,0,0
"HOUSE_467","房地(土地+建物)","新北市中和區興南路二段１４２巷１９弄５２號二樓",24.93,1101002,"公寓(5樓含以下無電梯)","住家用",79.46,3,2,2,0,5000000,62925,0,0,0
"HOUSE_468","房地(土地+建物)","新北市永和區福和路３０９巷２０弄１５號",12.43,1101021,"華廈(10層含以下有電梯)","商業用",56.79,2,1,1,0,11380000,200387,0,0,1
"HOUSE_469","房地(土地+建物)","新北市永和區仁愛路２０１號三樓",20.81,1100911,"公寓(5樓含以下無電梯)","住家用",44.65,3,1,1,0,6500000,145577,0,0,0
"HOUSE_470","房地(土地+建物)","新北市永和區民享街１４巷４號三樓",25.34,1101018,"公寓(5樓含以下無電梯)","住家用",74.49,2,2,1,0,9700000,130219,15.9,0,0
"HOUSE_471","房地(土地+建物)","新北市永和區中正路２巷３弄１４號四樓",26.98,1101005,"公寓(5樓含以下無電梯)","住家用",57.54,3,1,1,0,7500000,130344,0,1,0
"HOUSE_472","房地(土地+建物)","新北市永和區中山路一段２４５號二樓",10.17,1100919,"住宅大樓(11層含以上有電梯)","住家用",83.36,3,2,1,1,10200000,122361,12.56,0,0
"HOUSE_473","房地(土地+建物)","新北市永和區雙和街５２巷１４弄２號五樓",40.65,1101005,"公寓(5樓含以下無電梯)","住家用",128.96,3,2,2,0,16600000,128722,11.26,0,0
"HOUSE_474","房地(土地+建物)","新北市中和區廣福路８４巷１弄５號二樓",27.41,1101025,"公寓(5樓含以下無電梯)","住家用",81.74,3,2,2,0,4000000,48936,0,0,0
"HOUSE_475","房地(土地+建物)","新北市中和區民享街１１６巷１０號五樓",35.72,1101029,"公寓(5樓含以下無電梯)","住家用",114.46,5,3,3,0,11500000,100472,11.78,0,0
"HOUSE_476","房地(土地+建物)","新北市中和區大勇街３１巷２７弄３號二樓",27.07,1101031,"公寓(5樓含以下無電梯)","住家用",58.75,3,1,2,0,7600000,129362,10.75,0,0
"HOUSE_477","房地(土地+建物)","新北市永和區中山路一段４６號",3.38,1101024,"住宅大樓(11層含以上有電梯)","住家用",47.02,1,1,2,0,11600000,246704,7.12,0,1
"HOUSE_478","房地(土地+建物)","新北市中和區新生街１５６巷８號三樓",29.94,1101020,"公寓(5樓含以下無電梯)","住家用",86.26,3,2,2,0,10000000,115929,0,0,0
"HOUSE_479","房地(土地+建物)","新北市中和區建八路２０１號八樓",8.25,1101017,"住宅大樓(11層含以上有電梯)","商辦用",58.78,0,1,1,1,7150000,121640,0,0,0
"HOUSE_480","房地(土地+建物)","新北市中和區景平路４２９號三樓之三",4.42,1101024,"住宅大樓(11層含以上有電梯)","住家用",34.75,1,1,1,1,5600000,161151,3.9,0,0
"HOUSE_481","房地(土地+建物)","新北市永和區中和路４９９號四樓之五",7.75,1101014,"住宅大樓(11層含以上有電梯)","辦公用",86.16,3,2,1,1,14600000,169452,7.1,1,0
"HOUSE_482","房地(土地+建物)","新北市中和區景平路４３３號七樓之一",6.53,1101023,"住宅大樓(11層含以上有電梯)","住家用",48.09,1,1,1,1,7580000,157621,3.3,0,0
"HOUSE_483","房地(土地+建物)","新北市永和區民生路２５巷４４號",26.21,1101020,"公寓(5樓含以下無電梯)","住家用",74.7,4,0,4,0,13000000,174029,0,0,1
"HOUSE_484","房地(土地+建物)","新北市永和區仁愛路３０６巷１８弄２３號二樓",19.53,1101017,"住宅大樓(11層含以上有電梯)","住家用",111.43,3,2,2,1,19500000,174998,8.23,0,0
"HOUSE_485","房地(土地+建物)","新北市永和區永平路３５６號六樓",6.5,1101004,"住宅大樓(11層含以上有電梯)","住家用",71.75,2,2,1,1,14800000,206272,2.92,0,0
"HOUSE_486","房地(土地+建物)","新北市中和區水源路１３２巷７號九樓之８",8.78,1100918,"住宅大樓(11層含以上有電梯)","住家用",74.35,1,1,1,1,14000000,188299,3.91,0,0
"HOUSE_487","房地(土地+建物)","新北市中和區中山路二段３３２巷７１號五樓",12.77,1101031,"住宅大樓(11層含以上有電梯)","商業用",97.31,0,0,1,1,12200000,125373,4.81,0,0
"HOUSE_488","房地(土地+建物)","新北市中和區圓通路３９１之５號五樓",21.36,1101003,"公寓(5樓含以下無電梯)","住家用",87.15,3,2,1,0,8680000,99598,5.7,0,0
"HOUSE_489","房地(土地+建物)","新北市永和區福和路２７號十一樓",10.32,1101023,"住宅大樓(11層含以上有電梯)","住家用",100.55,3,2,2,1,11895000,118299,0,0,0
"HOUSE_490","房地(土地+建物)","新北市中和區景平路９８９巷３３號二樓",24.23,1101027,"公寓(5樓含以下無電梯)","住家用",77.46,3,2,1,0,8200000,105861,0,0,0
"HOUSE_491","房地(土地+建物)","新北市中和區忠孝街１９巷５號四樓",30.65,1100916,"公寓(5樓含以下無電梯)","住家用",118.57,3,2,2,0,10580000,89230,10.37,1,0
"HOUSE_492","房地(土地+建物)","新北市永和區水源街３６巷８號二樓",43.24,1101009,"公寓(5樓含以下無電梯)","住家用",84.87,3,2,1,0,13000000,153175,11.44,0,0
"HOUSE_493","房地(土地+建物)","新北市中和區員山路１４３巷３６號三樓",47,1101011,"公寓(5樓含以下無電梯)","住家用",88.06,2,2,1,0,10060000,114240,0,0,0
"HOUSE_494","房地(土地+建物)","新北市中和區大仁街２號四樓",26.89,1100918,"公寓(5樓含以下無電梯)","住家用",74.24,2,1,1,0,7000000,94289,0,1,0
"HOUSE_495","房地(土地+建物)","新北市永和區民生路５５號四樓",27.17,1101021,"公寓(5樓含以下無電梯)","住家用",88.49,4,1,2,0,11250000,127133,0,1,0
"HOUSE_496","房地(土地+建物)","新北市中和區中正路２７１之１號七樓",2.62,1101031,"住宅大樓(11層含以上有電梯)","住家用",41.8,1,1,1,1,5500000,131579,5.04,0,0
"HOUSE_497","房地(土地+建物)","新北市永和區秀朗路二段２２８號三樓",25.45,1101029,"公寓(5樓含以下無電梯)","住家用",109.34,3,2,2,0,12600000,115237,12.77,0,0
"HOUSE_498","房地(土地+建物)","新北市永和區環河東路四段１４號二十一樓",12.02,1101021,"住宅大樓(11層含以上有電梯)","住家用",142.24,3,2,2,1,23880000,167873,10.19,0,0
"HOUSE_499","房地(土地+建物)","新北市中和區中山路二段３３２巷１５號九樓",17.42,1101018,"住宅大樓(11層含以上有電梯)","商業用",131.4,3,2,2,1,16500000,125571,23.98,0,0
"HOUSE_500","房地(土地+建物)","新北市中和區景平路１５９巷７號",8.44,1101029,"華廈(10層含以下有電梯)","商業用",46.79,1,1,1,1,12200000,260739,0,0,1
"HOUSE_501","房地(土地+建物)","新北市中和區秀峰街７２巷２號二樓",26.34,1101028,"公寓(5樓含以下無電梯)","住家用",91.42,3,2,1,0,9500000,103916,9.68,0,0
"HOUSE_502","房地(土地+建物)","新北市中和區中山路三段３７巷４２號六樓",13.31,1101012,"住宅大樓(11層含以上有電梯)","辦公用",133.59,3,2,2,1,17380000,130100,13.94,0,0
"HOUSE_503","房地(土地+建物)","新北市中和區中興街２０２巷２號七樓之二",20.82,1101031,"住宅大樓(11層含以上有電梯)","住家用",112.92,3,2,2,1,14000000,123982,8.73,0,0
"HOUSE_504","房地(土地+建物)","新北市中和區員山路３２７巷３９之１號五樓",21.42,1101031,"華廈(10層含以下有電梯)","住家用",99.54,3,2,2,1,13200000,132610,8.99,0,0
"HOUSE_505","房地(土地+建物)","新北市中和區景新街３４５號六樓之五",6.92,1101017,"住宅大樓(11層含以上有電梯)","住家用",81.62,2,2,1,1,11800000,144572,4.9,0,0
"HOUSE_506","房地(土地+建物)","新北市中和區圓通路３６７巷１３弄２９之９號三樓",30.01,1101016,"公寓(5樓含以下無電梯)","住家用",100.8,3,2,1,0,9500000,94246,13.84,0,0
"HOUSE_507","房地(土地+建物)","新北市中和區中正路５３７號五樓",14.64,1100928,"住宅大樓(11層含以上有電梯)","住家用",117.07,3,2,2,1,14460000,123516,16.54,0,0
"HOUSE_508","房地(土地+建物)","新北市中和區景平路２３９巷３３弄１號四樓",36.16,1101027,"公寓(5樓含以下無電梯)","住家用",53.44,2,1,1,0,7080000,132485,0,1,0
"HOUSE_509","房地(土地+建物)","新北市永和區中正路１６５巷３號五樓",33.08,1101009,"公寓(5樓含以下無電梯)","住家用",111.24,4,3,3,0,15400000,138439,12.4,0,0
"HOUSE_510","房地(土地+建物)","新北市中和區圓通路２５２巷１４號",21.86,1101025,"公寓(5樓含以下無電梯)","住家用",80.66,3,2,2,0,13600000,168609,0,0,1
"HOUSE_511","房地(土地+建物)","新北市中和區宜安路１巷２８弄５號三樓",29.53,1100927,"公寓(5樓含以下無電梯)","住家用",70.48,3,2,1,0,11500000,163167,0,0,0
"HOUSE_512","房地(土地+建物)","新北市中和區中原二街３０號二十五樓",22.08,1100918,"住宅大樓(11層含以上有電梯)","住家用",103.03,2,2,1,1,19800000,192177,3.73,0,0
"HOUSE_513","房地(土地+建物)","新北市中和區華順街１４２號九樓之二",24.2,1100930,"住宅大樓(11層含以上有電梯)","住家用",148.99,3,2,2,1,15800000,106040,10.14,0,0
"HOUSE_514","房地(土地+建物)","新北市中和區連城路１２１號二樓",19.18,1101006,"公寓(5樓含以下無電梯)","住家用",54.69,3,1,1,0,7000000,127994,0,0,0
"HOUSE_515","房地(土地+建物)","新北市中和區中正路２１１巷３２弄２號五樓",31.68,1101028,"公寓(5樓含以下無電梯)","住家用",103.87,3,2,1,0,12580000,121113,17.2,0,0
"HOUSE_516","房地(土地+建物)","新北市中和區景新街３８３巷１２弄８號三樓",18.71,1101027,"公寓(5樓含以下無電梯)","住家用",65.72,4,0,4,0,8900000,135423,0,0,0
"HOUSE_517","房地(土地+建物)","新北市中和區景平路５９之２１號六樓之一",4.83,1101023,"住宅大樓(11層含以上有電梯)","住家用",62.53,2,2,1,1,9500000,151927,4.26,0,0
"HOUSE_518","房地(土地+建物)","新北市中和區中正路８２號十五樓之三",7.53,1101016,"住宅大樓(11層含以上有電梯)","住家用",78.01,2,2,1,1,12700000,162800,9.56,0,0
"HOUSE_519","房地(土地+建物)","新北市中和區民樂路９號八樓",3.92,1100915,"住宅大樓(11層含以上有電梯)","住家用",46.53,2,1,1,1,5608000,120498,3.72,0,0
"HOUSE_520","房地(土地+建物)","新北市中和區民利街６８巷１弄１１號三樓",25.59,1101019,"公寓(5樓含以下無電梯)","住家用",83.68,3,2,2,0,8000000,95602,8.93,0,0
"HOUSE_521","房地(土地+建物)","新北市中和區興南路二段３４巷２４弄１號",33.05,1101030,"公寓(5樓含以下無電梯)","住家用",111.3,3,2,2,0,13800000,123989,0,0,1
"HOUSE_522","房地(土地+建物)","新北市中和區連城路２６５之３號四樓",20.84,1101027,"華廈(10層含以下有電梯)","住家用",129.47,3,2,2,1,11500000,88824,12.3,1,0
"HOUSE_523","房地(土地+建物)","新北市中和區中山路二段２５５號六樓之八",16.46,1100912,"住宅大樓(11層含以上有電梯)","住家用",148.01,3,2,2,1,17600000,118911,21.2,0,0
"HOUSE_524","房地(土地+建物)","新北市中和區華新街１４３巷１０６弄２０號二樓",23.03,1101013,"住宅大樓(11層含以上有電梯)","住家用",108.1,3,2,2,1,9100000,84181,8.17,0,0
"HOUSE_525","房地(土地+建物)","新北市中和區景平路４２２巷１６號三樓",22.97,1101020,"公寓(5樓含以下無電梯)","住家用",80.7,3,2,1,0,9200000,114002,0,0,0
"HOUSE_526","房地(土地+建物)","新北市中和區自立路１７７巷７號二樓",33.92,1101019,"公寓(5樓含以下無電梯)","住家用",106.63,3,2,1,0,11770000,110382,13.99,0,0
"HOUSE_527","房地(土地+建物)","新北市中和區忠孝街１２４巷１０號二樓之一",16.38,1101022,"住宅大樓(11層含以上有電梯)","住家用",85.59,2,1,1,1,13180000,153990,5.73,0,0
"HOUSE_528","房地(土地+建物)","新北市永和區秀朗路一段８２號二樓之十二",16.2,1100921,"住宅大樓(11層含以上有電梯)","住家用",91.59,3,2,1,1,16580000,181024,7.26,0,0
"HOUSE_529","房地(土地+建物)","新北市中和區和平街７６巷４弄２號三樓",22.65,1100918,"公寓(5樓含以下無電梯)","住家用",89.58,5,1,5,0,12100000,135075,0,0,0
"HOUSE_530","房地(土地+建物)","新北市中和區連城路４６９巷５６弄１２號",26.8,1101024,"公寓(5樓含以下無電梯)","住家用",91.77,3,2,2,0,11880000,129454,0,0,1
"HOUSE_531","房地(土地+建物)","新北市中和區民享街１１７巷６號",14.67,1101027,"公寓(5樓含以下無電梯)","商業用",50.31,2,2,2,0,7500000,149076,0,0,1
"HOUSE_532","房地(土地+建物)","新北市中和區工專路１５９號八樓之一",14.64,1101028,"華廈(10層含以下有電梯)","住家用",67.53,1,1,1,1,7070000,104694,1.98,0,0
"HOUSE_533","房地(土地+建物)","新北市永和區文化路１１３巷２２號二樓",18.77,1100928,"華廈(10層含以下有電梯)","住家用",76.49,2,1,1,1,10200000,133351,7.79,0,0
"HOUSE_534","房地(土地+建物)","新北市中和區新生街１６巷２６之１號三樓",26.77,1101002,"公寓(5樓含以下無電梯)","住家用",98.99,3,2,2,0,11500000,116173,8.73,0,0
"HOUSE_535","房地(土地+建物)","新北市中和區中山路三段１９８之２號五樓",34.54,1101031,"公寓(5樓含以下無電梯)","住家用",129.8,7,3,3,0,13500000,104006,8.44,0,0
"HOUSE_536","房地(土地+建物)","新北市永和區秀朗路二段２４巷２５弄３６號四樓",23.33,1100927,"公寓(5樓含以下無電梯)","住家用",94.53,3,2,2,0,10880000,115096,0,1,0
"HOUSE_537","房地(土地+建物)","新北市中和區景新街３３８號八樓之８",9.36,1101031,"住宅大樓(11層含以上有電梯)","辦公用",102.84,0,1,2,1,11000000,106962,5.71,0,0
"HOUSE_538","房地(土地+建物)","新北市中和區景平路１１１巷４８弄１２號三樓",33.29,1101009,"公寓(5樓含以下無電梯)","住家用",80.8,3,2,1,0,10420000,128960,0,0,0
"HOUSE_539","房地(土地+建物)","新北市永和區中山路一段３８號六樓之三",4.01,1101031,"住宅大樓(11層含以上有電梯)","住家用",55.74,1,1,1,1,10200000,182992,3.78,0,0
"HOUSE_540","房地(土地+建物)","新北市永和區水源街６０號三樓",25.41,1101014,"華廈(10層含以下有電梯)","住家用",155.71,3,2,2,1,21800000,140004,10.35,0,0
"HOUSE_541","房地(土地+建物)","新北市中和區中山路二段５２６巷３１號四樓",23.95,1101031,"公寓(5樓含以下無電梯)","住家用",66,3,2,1,0,7000000,106061,0,1,0
"HOUSE_542","房地(土地+建物)","新北市中和區中和路３９０號八樓之三",6.57,1100908,"住宅大樓(11層含以上有電梯)","住家用",90.14,2,2,1,1,18250000,202463,8.41,0,0
"HOUSE_543","房地(土地+建物)","新北市中和區景安路２０９號三樓",30.35,1101015,"華廈(10層含以下有電梯)","住家用",174.24,3,2,1,0,22580000,129591,21.52,0,0
"HOUSE_544","房地(土地+建物)","新北市永和區民治街７２巷６號四樓",35.04,1101031,"公寓(5樓含以下無電梯)","住家用",91.74,4,0,4,0,10280000,112056,7.91,1,0
"HOUSE_545","房地(土地+建物)","新北市永和區秀朗路二段１０６巷１０弄３號二樓",29.43,1100907,"公寓(5樓含以下無電梯)","住家用",85.6,3,2,1,0,12100000,141355,0,0,0
"HOUSE_546","房地(土地+建物)","新北市中和區中和路２４５號四樓之一",4.68,1101031,"公寓(5樓含以下無電梯)","住家用",18.35,1,1,1,0,2850000,155313,0,1,0
"HOUSE_547","房地(土地+建物)","新北市中和區華新街１４３巷１００號二樓",12.35,1101030,"公寓(5樓含以下無電梯)","住家用",54.1,3,0,3,0,5700000,105360,4.62,0,0
"HOUSE_548","房地(土地+建物)","新北市永和區自由街６２號六樓",8.88,1101025,"住宅大樓(11層含以上有電梯)","住家用",97.99,3,2,2,1,14000000,142872,9.36,0,0
"HOUSE_549","房地(土地+建物)","新北市永和區民權路５８巷２弄７號三樓",3.8,1101023,"公寓(5樓含以下無電梯)","住家用",12.73,3,2,1,0,1386000,108877,0,0,0
"HOUSE_550","房地(土地+建物)","新北市永和區水源街４５巷１２號四樓",22.82,1101001,"華廈(10層含以下有電梯)","住家用",123.6,3,2,1,1,15300000,123786,23.23,1,0
"HOUSE_551","房地(土地+建物)","新北市永和區竹林路４２巷５號三樓",56.75,1100926,"公寓(5樓含以下無電梯)","住家用",118.95,3,2,2,0,15800000,132829,0,0,0
"HOUSE_552","房地(土地+建物)","新北市永和區仁愛路２０２巷１２號二樓",20.17,1101030,"住宅大樓(11層含以上有電梯)","住家用",148.79,3,2,2,1,23000000,154580,11.63,0,0
"HOUSE_553","房地(土地+建物)","新北市中和區國光街１０９巷２２弄６號五樓",24.42,1101031,"公寓(5樓含以下無電梯)","住家用",83.38,3,2,1,0,10000000,119933,0,0,0
"HOUSE_554","房地(土地+建物)","新北市中和區福美路３０１巷８弄１號四樓",35.35,1101031,"公寓(5樓含以下無電梯)","住家用",88.66,5,0,5,0,9650000,108843,0,1,0
"HOUSE_555","房地(土地+建物)","新北市中和區中正路８號三樓",26.6,1101026,"公寓(5樓含以下無電梯)","住家用",108.36,3,2,2,0,12700000,117202,14.6,0,0
"HOUSE_556","房地(土地+建物)","新北市永和區民樂街５９巷１５號二樓",16.34,1101026,"公寓(5樓含以下無電梯)","住家用",56.62,0,0,1,0,5660000,99965,0,0,0
"HOUSE_557","房地(土地+建物)","新北市中和區中安街１００號二樓",18.67,1101023,"住宅大樓(11層含以上有電梯)","住家用",136.94,4,2,2,1,30000000,219074,12.79,0,0
"HOUSE_558","房地(土地+建物)","新北市永和區安樂路２３０號四樓",37.41,1101020,"公寓(5樓含以下無電梯)","住家用",107.59,3,2,1,0,11200000,104099,0,1,0
"HOUSE_559","房地(土地+建物)","新北市中和區中山路三段３９號六樓之六",12.12,1101020,"住宅大樓(11層含以上有電梯)","辦公用",123.42,3,2,2,1,16000000,129639,12.68,0,0
